city,country,iso2,lat,lng,query,place_id,name,addr,place_lat,place_lng
Buenos Aires,Argentina,AR,-34.6025,-58.3975,fast food,ChIJrRAyfOXHvJUR-s-FtbnCdJs,Wendy's Argentina,"BUB, Av. de Mayo 151, B1704 Ramos Mejía, Buenos Aires, Argentina",-34.64233,-58.56570989999999
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJ--RJzrOxvJURZG8qN8jmgww,Acassuso,"899,B1641AFG, Eduardo Costa 801, B1641AFG Acassuso, Buenos Aires, Argentina",-34.4800001,-58.50395129999999
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJ4RDQD6zMvJUR4bC3v7pWZXI,Darío Santillán y Maximiliano Kosteki,"BLD, Av. Pres. Hipólito Yrigoyen 400, B1870 Avellaneda, Buenos Aires, Argentina",-34.6619355,-58.3764798
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJYSVSk7ylvJUR-zZi6vDvzlw,Estación Tigre,"Luis García 650, Tigre, Buenos Aires, Argentina",-34.4234521,-58.58184349999999
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJV3qRiZa3vJURzCO8CLVX8Cs,Fernandez Moreno,"Diagonal 141 y Bueno Aires., Espora, Villa Lynch, Buenos Aires, Argentina",-34.595486,-58.535283
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJBbf4mqbFvJURJnLSn3eeHJw,Laferrere,"Av. Gral. Rojo 7415, B1757 Gregorio de Laferrere, Buenos Aires, Argentina",-34.7506371,-58.5843843
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJSfOQvoW3vJUR-ibX0MuqUA0,Lourdes,"1548,, Diagonal 141 1500, Santos Lugares, Buenos Aires, Argentina",-34.5937505,-58.5469581
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJt1yo9Za1vJURUl08aXKN_sc,Mtro. Carranza,"Buenos Aires, Argentina",-34.5756947,-58.4351655
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJO5OvTjDLvJURn--oIpRP89Q,Plaza Constitución,"Av. Brasil 1128, Buenos Aires, Argentina",-34.6282493,-58.38049090000001
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJiY6tebPKvJURwmyqs_itvhc,Rail Line Belgrano Norte - Retiro Station,"Buenos Aires, Argentina",-34.5898961,-58.3743491
Buenos Aires,Argentina,AR,-34.6025,-58.3975,train station,ChIJ7_5dSOXHvJURVwP6ooAdm-c,Ramos Mejía,"14048, Av. Rivadavia 14000, Ramos Mejía, Buenos Aires, Argentina",-34.6402542,-58.5643392
Canberra,Australia,AU,-35.283,149.129,fast food,ChIJ1RFn8WZNFmsR7kH_XmqWxQI,McDonald's Braddon,"Mort St, Braddon ACT 2601, Australia",-35.2753352,149.1308176
Canberra,Australia,AU,-35.283,149.129,fast food,ChIJpV6TT-1SFmsRlg8_gyB7SmY,McDonald's Dickson,"Cnr Badham Street &, Dickson Pl, Dickson ACT 2602, Australia",-35.2498103,149.1381879
Canberra,Australia,AU,-35.283,149.129,fast food,ChIJYa6yok61F2sRsdlGcClqzzs,McDonald's Erindale,"Cnr Ricardo Street &, McBryde Cres, Wanniassa ACT 2903, Australia",-35.4053191,149.0979273
Canberra,Australia,AU,-35.283,149.129,fast food,ChIJVwJbw72sF2sRROBVmiMgTUc,McDonald's Gold Creek,"2 O'Hanlon Pl, Nicholls ACT 2913, Australia",-35.1899967,149.0819073
Canberra,Australia,AU,-35.283,149.129,fast food,ChIJe4rlWZlUFmsRYvGzZpF-AoI,McDonald's Gungahlin,"Cnr Ernest Cavanagh &, Gozzard St, Gungahlin ACT 2912, Australia",-35.183677,149.1323738
Canberra,Australia,AU,-35.283,149.129,fast food,ChIJHy74cqpTFmsRe4XIxfVbNEA,McDonald's Mitchell,"661 Northbourne Ave, Lyneham ACT 2911, Australia",-35.2304555,149.1503226
